HOLOGRAM NUMBER,OBJECT NUMBER,X POSITION (m),Y POSITION (m),Z POSITION (m),NUMBER OF VOXEL
5,4,7.78792582e-06,1.06055661e-04,3.13986402e-06,477
5,5,1.01349513e-04,1.09215631e-04,0.00000000e+00,34
5,6,5.55635925e-05,1.13594928e-04,6.95178812e-07,587
5,7,1.70669518e-05,1.14184782e-04,1.24085304e-07,16
5,8,1.82790081e-05,1.14383023e-04,2.34566016e-07,93
5,9,1.87225287e-05,1.14405571e-04,6.04041179e-06,2805
5,10,1.12029615e-04,1.18789525e-04,2.33730998e-06,1458
5,11,2.57298834e-05,2.70680684e-05,7.06208084e-06,515
5,12,2.17804700e-05,8.56400511e-05,7.27313409e-06,707
5,13,8.39984714e-05,6.53797979e-05,7.26561848e-06,49
5,14,9.21057508e-05,3.19684614e-06,7.30714328e-06,36
5,15,8.34237289e-05,9.00675150e-05,9.01599014e-06,114
5,16,1.01239253e-04,1.10861562e-04,9.93961112e-06,218
5,17,9.30609240e-05,1.11966532e-04,1.05940017e-05,202
5,18,1.22583107e-04,9.17877405e-05,1.38867226e-05,764
5,19,8.08303885e-05,4.38165807e-05,1.72268883e-05,198
5,20,1.01080936e-04,4.61032687e-05,1.69462910e-05,315
5,21,5.02976400e-05,1.55735361e-05,1.82856274e-05,404
5,22,1.06418527e-04,1.06889369e-04,1.80079769e-05,122
5,23,1.21332218e-04,7.50627514e-05,2.01569819e-05,84
5,24,8.23564114e-05,6.72622336e-05,2.78488260e-05,3496
5,25,1.00427373e-04,1.20820318e-04,2.46142226e-05,58
5,26,1.19624983e-05,3.90499990e-05,2.47497992e-05,2
5,27,1.31006193e-04,5.66751442e-05,2.76549872e-05,844
5,28,2.85998976e-05,1.04203507e-04,2.59238550e-05,13
5,29,8.20421155e-06,7.25083810e-05,2.75000020e-05,3
5,30,7.42955963e-05,1.25051651e-04,2.95950758e-05,255
5,31,1.27737498e-04,2.86686591e-05,3.04999994e-05,2
5,32,1.05569743e-04,3.82370999e-05,3.50576265e-05,451
5,33,5.42649323e-05,8.60290820e-05,3.62898536e-05,449
5,34,2.56877702e-05,1.28636952e-04,3.74402771e-05,626
5,35,1.10819856e-04,3.49793554e-05,3.91758331e-05,230
5,36,9.20546809e-05,5.31316109e-05,3.92369875e-05,206
5,37,4.15477152e-05,1.33057067e-04,4.17686388e-05,1071
5,38,1.08589316e-04,2.27652199e-05,4.11780275e-05,386
5,39,7.45526195e-05,5.40061665e-05,4.02951409e-05,142
5,40,5.72839308e-05,8.70178046e-05,4.04285420e-05,99
5,41,6.46742119e-05,1.34273461e-04,4.38400784e-05,331
5,42,5.09889142e-05,6.38063430e-05,4.37417148e-05,89
5,43,1.87519090e-05,5.69054973e-05,4.46035847e-05,34
5,44,7.08913067e-05,5.34008432e-05,4.59480216e-05,152
5,45,7.62154232e-05,5.51178746e-05,4.65330631e-05,397
5,46,1.15888965e-04,4.17152733e-05,4.95206732e-05,1259
5,47,4.42015444e-05,1.04685823e-04,5.08454686e-05,428
5,48,1.37331124e-04,1.14155766e-04,5.12794759e-05,236
5,49,1.76891517e-05,7.11802568e-05,5.11362341e-05,55
5,50,1.13085785e-04,2.48145352e-05,5.15989159e-05,66
5,51,1.11256944e-04,1.31052162e-04,5.26439289e-05,155
5,52,3.34040487e-05,9.01602471e-05,5.35402396e-05,215
